Language1,Language2,Proficiency,LanguageEmbeddingDistance,AvgNounDistance,AvgJaccardDistance
PT # Portuguese,VI # Vietnamese,C1,0.00050479174,0.01967862,0.19754319754319752
PT # Portuguese,ZH # Mandarin,C1,0.0005827546,0.020554759,0.1956145706145706
RU # Russian,SQ # Albanian,C1,0.0027790666,0.03791745,0.3140061531605649
RU # Russian,SW # Swahili,C1,0.002632022,0.036173284,0.30449064824064825
RU # Russian,TH # Thai,C1,0.0009319782,0.025918901,0.2305501211751212
RU # Russian,TR # Turkish,C1,0.002370894,0.036246214,0.3012512405894759
RU # Russian,UR # Urdu,C1,0.002372086,0.0340745,0.2815645003145003
RU # Russian,VI # Vietnamese,C1,0.0019040108,0.034453616,0.29656757322198496
RU # Russian,ZH # Mandarin,C1,0.0025495887,0.03340499,0.2816473083017201
SQ # Albanian,SW # Swahili,C1,0.00074774027,0.020941403,0.19553825803825803
SQ # Albanian,TH # Thai,C1,0.0021145344,0.031312026,0.2787328412328412
SQ # Albanian,TR # Turkish,C1,0.0008998513,0.024902964,0.2255869130869131
SQ # Albanian,UR # Urdu,C1,0.00060737133,0.022842739,0.21649646649646648
SQ # Albanian,VI # Vietnamese,C1,0.0004993081,0.018865464,0.18408905908905907
SQ # Albanian,ZH # Mandarin,C1,0.0004196763,0.018262751,0.17365042365042363
SW # Swahili,TH # Thai,C1,0.0019353032,0.028401414,0.25093193843193845
SW # Swahili,TR # Turkish,C1,0.00052052736,0.0213151,0.1973951973951974
SW # Swahili,UR # Urdu,C1,0.0007492304,0.020863801,0.19676619676619678
SW # Swahili,VI # Vietnamese,C1,0.0007228255,0.020245645,0.19146131646131645
SW # Swahili,ZH # Mandarin,C1,0.0006594062,0.021228744,0.20484376734376733
TH # Thai,TR # Turkish,C1,0.001986146,0.033467975,0.29025835275835277
TH # Thai,UR # Urdu,C1,0.0018326044,0.026871763,0.24324518074518073
TH # Thai,VI # Vietnamese,C1,0.0012589097,0.024062939,0.22527010027010025
TH # Thai,ZH # Mandarin,C1,0.0018639565,0.02726325,0.24373543123543126
TR # Turkish,UR # Urdu,C1,0.0011485219,0.028130611,0.25444231694231695
TR # Turkish,VI # Vietnamese,C1,0.00088596344,0.027225085,0.2492946867946868
TR # Turkish,ZH # Mandarin,C1,0.0007341504,0.022516685,0.22044853294853295
UR # Urdu,VI # Vietnamese,C1,0.0007112622,0.02105292,0.2024040774040774
UR # Urdu,ZH # Mandarin,C1,0.0006958246,0.022135435,0.20072057572057572
VI # Vietnamese,ZH # Mandarin,C1,0.00060135126,0.021047022,0.19913188663188663
