Language1,Language2,Proficiency,LanguageEmbeddingDistance,AvgNounDistance,AvgJaccardDistance
SQ # Albanian,TH # Thai,Perfect,0.00090509653,0.023223171,0.20157807198248373
SQ # Albanian,TR # Turkish,Perfect,0.0007671714,0.021023296,0.19717319717319717
SQ # Albanian,UR # Urdu,Perfect,0.00046998262,0.020553404,0.18256280756280754
SQ # Albanian,VI # Vietnamese,Perfect,0.0005938411,0.022430304,0.20837495837495837
SQ # Albanian,ZH # Mandarin,Perfect,0.0011767149,0.02194196,0.19555689408630583
SW # Swahili,TH # Thai,Perfect,0.0005736351,0.024619538,0.22664141414141412
SW # Swahili,TR # Turkish,Perfect,0.0015946627,0.029689776,0.2568370491164609
SW # Swahili,UR # Urdu,Perfect,0.00088351965,0.02537432,0.2309594340844341
SW # Swahili,VI # Vietnamese,Perfect,0.0019916296,0.034774624,0.30421083546083544
SW # Swahili,ZH # Mandarin,Perfect,0.0016365647,0.025745753,0.23264467014467016
TH # Thai,TR # Turkish,Perfect,0.0012353063,0.024889609,0.20709192768016296
TH # Thai,UR # Urdu,Perfect,0.0008403063,0.026695507,0.22735886798386795
TH # Thai,VI # Vietnamese,Perfect,0.001611352,0.026496492,0.22838850963850962
TH # Thai,ZH # Mandarin,Perfect,0.0013252497,0.021751862,0.18506493506493504
TR # Turkish,UR # Urdu,Perfect,0.00048595667,0.01951312,0.17493848743848744
TR # Turkish,VI # Vietnamese,Perfect,0.0010344982,0.02319199,0.22113592426092424
TR # Turkish,ZH # Mandarin,Perfect,0.00068855286,0.023061477,0.201126998001998
UR # Urdu,VI # Vietnamese,Perfect,0.00092715025,0.024287952,0.2268056018056018
UR # Urdu,ZH # Mandarin,Perfect,0.00061511993,0.021535434,0.18512332574832574
VI # Vietnamese,ZH # Mandarin,Perfect,0.0014619231,0.027212217,0.24361807174307173
